연도,월, 총인구수(명) ,세대수(개),세대당 인구(명),남자 인구수(명),여자 인구수(명),남여 비율(남/여),"65세 이상
고령화비율(%)",전력사용량(kWh),산업체 수(개),"산업체 규모(개)
100인 이상 사업장",산업단지면적(㎡),"가계소득
연간 주민1인당 자체수입액(천원)","학력수준
연간 고등학교 졸업(명)",연간 인건비(천원),연간 평균 수입대비 인건비(%),"취업률(명)
고용보험자수","취약계층(개)
장애인포함가구", 평균 기온(°C) ,월합강수량(mm),"습도
평균상대습도(%)","일조량
합계 일조시간(hr)","지중온도
평균지면온도(°C)","풍량
평균풍속(m/s)","기압
평균현지기압(hPa)"
2015,12,"1,518,775","597,008",2.54,"759,778","758,997",1.001,10.9,"773,675,251","54,814",466,"70,433,623",977,"20,434","425,965,947",68.12,"337,092","11,597",3.1,39.7,75,140.7,3.5,1.2,"1,017.20"
2016,1,"1,518,024","597,529",2.54,"759,361","758,663",1.0009,10.9,"846,242,021","54,108",459,"70,433,623","1,081","19,882","390,759,413",71.32,"333,676","11,596",-1.3,11.6,69,181.1,0.1,1.3,"1,016.90"
2016,2,"1,517,716","599,010",2.53,"759,269","758,447",1.0011,11,"844,537,471","55,035",448,"70,433,623","1,081","19,882","390,759,413",71.32,"334,807","11,624",1.5,45.8,62,195.5,2.2,1.7,"1,016.20"
2016,3,"1,517,118","599,751",2.53,"758,806","758,312",1.0007,11,"790,757,369","49,018",432,"70,433,623","1,081","19,882","390,759,413",71.32,"334,881","11,686",7.5,40.3,58,238.3,9.1,1.5,"1,013.40"
2016,4,"1,516,904","600,185",2.53,"758,719","758,185",1.0007,11,"738,081,054","49,813",437,"70,433,623","1,081","19,882","390,759,413",71.32,"337,785","11,740",14.8,154.9,63,219.7,16.8,1.7,"1,005.60"
2016,5,"1,516,494","600,754",2.52,"758,476","758,018",1.0006,11.1,"705,223,216","50,632",440,"70,433,623","1,081","19,882","390,759,413",71.32,"343,410","11,744",19.8,85.1,62,289.4,23.5,1.7,"1,003.90"
2016,6,"1,516,208","601,356",2.52,"758,452","757,756",1.0009,11.1,"751,191,925","51,340",443,"70,433,623","1,081","19,882","390,759,413",71.32,"343,168","11,752",23.7,62.5,72,221.9,28.8,1.6,"1,000.00"
2016,7,"1,516,291","602,065",2.52,"758,416","757,875",1.0007,11.1,"801,595,156","51,744",437,"70,433,623","1,081","19,882","390,759,413",71.32,"342,669","11,774",26.6,367.9,81,202.9,31,1.6,"1,000.20"
2016,8,"1,516,165","602,899",2.51,"758,396","757,769",1.0008,11.2,"907,681,607","51,986",436,"70,433,623","1,081","19,882","390,759,413",71.32,"343,091","11,778",27.9,57.4,72,256,33.6,1.4,998.2
2016,9,"1,516,241","603,565",2.51,"758,289","757,952",1.0004,11.2,"792,137,310","52,340",438,"70,433,623","1,081","19,882","390,759,413",71.32,"344,864","11,805",22.4,196,79,146.8,24.5,1.3,"1,005.50"
2016,10,"1,515,787","604,251",2.51,"758,013","757,774",1.0003,11.3,"696,964,902","52,615",436,"70,433,623","1,081","19,882","390,759,413",71.32,"347,334","11,842",15.7,122.6,79,149.9,17.1,1.4,"1,011.20"
2016,11,"1,515,394","605,178",2.5,"757,902","757,492",1.0005,11.3,"717,171,609","53,258",434,"70,433,623","1,081","19,882","390,759,413",71.32,"347,084","11,851",7.2,29.5,72,179.2,7.8,1.2,"1,015.10"
2016,12,"1,514,370","606,137",2.5,"757,289","757,081",1.0003,11.3,"788,049,206","53,479",427,"71,292,620","1,081","19,882","390,759,413",71.32,"346,741","11,784",2.5,54.8,71,159.4,3,1.3,"1,016.70"
2017,1,"1,514,354","607,090",2.49,"757,142","757,212",0.9999,11.4,"848,529,121","53,725",427,"71,292,620","1,210","19,278","416,428,782",72.05,"342,777","11,792",-0.4,15,67,191.4,0.6,1.5,"1,017.20"
2017,2,"1,513,877","608,763",2.49,"756,811","757,066",0.9997,11.5,"848,650,559","51,635",425,"71,292,620","1,210","19,278","416,428,782",72.05,"344,423","11,812",1.2,42,61,213.2,2.9,1.6,"1,015.20"
2017,3,"1,512,189","609,447",2.48,"755,931","756,258",0.9996,11.5,"779,386,657","52,718",431,"71,292,620","1,210","19,278","416,428,782",72.05,"345,483","11,806",6.8,11.6,54,247.6,9.5,1.6,"1,011.50"
2017,4,"1,511,396","609,963",2.48,"755,507","755,889",0.9995,11.6,"748,953,987","53,601",434,"71,292,620","1,210","19,278","416,428,782",72.05,"348,400","11,867",14.5,77.7,57,268.3,17.3,1.9,"1,005.30"
2017,5,"1,509,587","610,436",2.47,"754,432","755,155",0.999,11.7,"700,347,580","54,090",430,"70,928,564","1,210","19,278","416,428,782",72.05,"349,575","11,866",19.6,29.3,60,303,25.3,1.8,"1,004.70"
2017,6,"1,508,137","610,915",2.47,"753,814","754,323",0.9993,11.7,"741,221,190","54,800",436,"70,928,564","1,210","19,278","416,428,782",72.05,"349,258","11,838",23.3,35.3,62,276.1,29.8,1.7,"1,000.80"
2017,7,"1,507,597","611,746",2.46,"753,555","754,042",0.9994,11.8,"826,380,597","54,308",444,"70,928,564","1,210","19,278","416,428,782",72.05,"348,886","11,860",27.1,434.5,87,146,29.7,1.7,"1,000.10"
2017,8,"1,507,116","612,740",2.46,"753,326","753,790",0.9994,11.8,"895,487,725","52,906",442,"70,928,564","1,210","19,278","416,428,782",72.05,"349,298","11,904",26,293.8,83,194.6,28.9,1.5,999.9
2017,9,"1,506,741","613,372",2.46,"753,133","753,608",0.9994,11.9,"787,503,108","52,657",440,"70,928,564","1,210","19,278","416,428,782",72.05,"351,630","11,929",21.1,111.4,77,223.9,24.1,1.4,"1,005.30"
2017,10,"1,505,829","613,864",2.45,"752,671","753,158",0.9994,11.9,"680,663,080","51,800",445,"70,923,409","1,210","19,278","416,428,782",72.05,"353,555","11,950",15.4,28.3,76,191.3,17.2,1.2,"1,012.80"
2017,11,"1,504,307","614,201",2.45,"752,025","752,282",0.9997,12,"730,893,670","52,022",445,"70,923,409","1,210","19,278","416,428,782",72.05,"354,745","11,984",6.4,15.1,68,195.3,7.5,1.4,"1,015.00"
2017,12,"1,502,227","614,639",2.44,"750,969","751,258",0.9996,12,"835,786,784","53,232",448,"70,923,429","1,210","19,278","416,428,782",72.05,"353,530","11,950",-0.4,33.5,66,181.3,0.5,1.4,"1,017.70"
2018,1,"1,501,378","615,642",2.44,"750,415","750,963",0.9993,12.1,"905,301,903","52,930",435,"70,923,429","1,284","18,200","440,686,535",71.8,"350,521","12,002",-2.5,23.9,66,180.2,-0.7,1.3,"1,016.10"
2018,2,"1,499,187","616,462",2.43,"749,331","749,856",0.9993,12.1,"885,431,944","51,639",445,"70,923,429","1,284","18,200","440,686,535",71.8,"353,171","12,025",-0.4,40.5,53,203,0.9,1.6,"1,015.40"
2018,3,"1,497,572","617,219",2.43,"748,488","749,084",0.9992,12.2,"784,246,981","52,969",451,"70,923,429","1,284","18,200","440,686,535",71.8,"354,647","12,023",8.7,108.4,70,202.6,9.4,1.8,"1,012.10"
2018,4,"1,496,123","617,757",2.42,"747,775","748,348",0.9992,12.3,"752,264,410","53,631",449,"70,923,429","1,284","18,200","440,686,535",71.8,"358,309","12,053",13.9,155.3,64,234,15.1,2,"1,007.80"
2018,5,"1,495,234","618,339",2.42,"747,264","747,970",0.9991,12.3,"719,714,929","54,275",439,"70,923,429","1,284","18,200","440,686,535",71.8,"357,641","12,088",19.2,95.9,70,226.4,21.4,1.8,"1,003.70"
2018,6,"1,494,878","619,181",2.41,"747,071","747,807",0.999,12.4,"758,538,186","54,775",439,"70,923,547","1,284","18,200","440,686,535",71.8,"359,605","12,099",23.6,115.8,68,232.3,29.1,1.7,"1,000.20"
2018,7,"1,495,029","620,418",2.41,"747,070","747,959",0.9988,12.4,"824,652,565","55,181",436,"70,923,547","1,284","18,200","440,686,535",71.8,"358,587","12,132",27.9,226.9,76,254.8,32.1,1.5,"1,001.00"
2018,8,"1,494,286","621,746",2.4,"746,684","747,602",0.9988,12.5,"979,931,944","56,302",447,"70,923,547","1,284","18,200","440,686,535",71.8,"360,722","12,157",29,408.6,72,220.5,35.1,1.9,999.7
2018,9,"1,493,654","622,579",2.4,"746,335","747,319",0.9987,12.5,"816,847,894","57,310",456,"70,923,547","1,284","18,200","440,686,535",71.8,"365,750","12,188",21.2,149.4,76,196.7,23,1.6,"1,005.60"
2018,10,"1,492,589","623,363",2.39,"745,709","746,880",0.9984,12.6,"694,831,101","56,320",450,"70,923,547","1,284","18,200","440,686,535",71.8,"369,864","12,715",13,133.9,76,224.2,14.6,1.2,"1,011.10"
2018,11,"1,491,716","624,296",2.39,"745,257","746,459",0.9984,12.6,"727,019,595","56,734",445,"70,923,547","1,284","18,200","440,686,535",71.8,"373,553","13,009",8,49.8,72,177.1,8.1,0.9,"1,015.60"
2018,12,"1,489,936","624,965",2.38,"744,338","745,598",0.9983,12.7,"800,046,032","57,554",451,"70,923,547","1,284","18,200","440,686,535",71.8,"372,815","13,160",0.6,33.7,64,190.3,1.1,1.2,"1,019.30"
2019,1,"1,488,725","626,103",2.38,"743,851","744,874",0.9986,12.7,"884,589,905","53,851",448,"70,923,547","1,321","18,377","475,388,816",74.32,"369,392","13,253",0,1.7,60,207.3,-0.3,1.2,"1,018.10"
2019,2,"1,487,605","627,893",2.37,"743,135","744,470",0.9982,12.8,"814,190,286","52,952",469,"70,923,547","1,321","18,377","475,388,816",74.32,"372,089","13,310",2,46.3,60,187.2,2.7,1.3,"1,016.10"
2019,3,"1,486,647","629,084",2.36,"742,647","744,000",0.9982,12.9,"759,955,241","53,595",472,"70,923,547","1,321","18,377","475,388,816",74.32,"375,559","13,409",7.7,33.7,60,216.9,8.4,1.6,"1,009.50"
2019,4,"1,485,509","629,623",2.36,"742,095","743,414",0.9982,12.9,"753,138,163","54,887",463,"70,923,547","1,321","18,377","475,388,816",74.32,"380,254","13,548",12.9,91.6,61,202.4,15.5,1.6,"1,007.20"
2019,5,"1,484,398","630,429",2.35,"741,504","742,894",0.9981,13,"707,813,004","55,163",465,"70,923,547","1,321","18,377","475,388,816",74.32,"383,403","13,667",19.7,35.6,56,297.8,24.2,1.8,"1,004.30"
2019,6,"1,482,938","630,835",2.35,"740,834","742,104",0.9983,13.1,"732,298,184","55,482",472,"70,923,547","1,321","18,377","475,388,816",74.32,"384,009","13,714",22.6,77.9,72,228.5,27.1,1.3,999.4
2019,7,"1,481,701","631,528",2.35,"740,227","741,474",0.9983,13.1,"786,884,094","55,984",470,"70,923,547","1,321","18,377","475,388,816",74.32,"384,900","13,373",25.8,199,79,181.7,28.5,1.6,998.6
2019,8,"1,480,520","632,274",2.34,"739,595","740,925",0.9982,13.2,"898,970,365","56,622",492,"70,923,547","1,321","18,377","475,388,816",74.32,"386,343","13,423",27.2,104.3,78,230.1,29.8,1.3,999.3
2019,9,"1,479,641","633,284",2.34,"739,110","740,531",0.9981,13.3,"826,526,569","55,871",499,"70,923,547","1,321","18,377","475,388,816",74.32,"388,244","13,487",22.5,167,81,153.2,24.4,1.3,"1,006.80"
2019,10,"1,478,436","634,132",2.33,"738,400","740,036",0.9978,13.3,"728,258,793","56,839",495,"70,923,547","1,321","18,377","475,388,816",74.32,"390,268","13,571",16.2,106.1,76,206.9,17.7,1.1,"1,011.00"
2019,11,"1,476,955","634,605",2.33,"737,607","739,348",0.9976,13.4,"722,432,914","58,608",502,"70,923,547","1,321","18,377","475,388,816",74.32,"391,698","13,636",8.7,94,72,195.9,9.4,1,"1,014.60"
2019,12,"1,474,870","635,343",2.32,"736,607","738,263",0.9978,13.5,"800,641,841","59,380",501,"70,923,547","1,321","18,377","475,388,816",74.32,"390,673","13,680",2.6,27,70,166.4,2.9,1.1,"1,017.60"
2020,1,"1,474,152","636,203",2.32,"736,259","737,893",0.9978,13.6,"853,129,014","57,525",448,"70,923,603","1,449","15,928","503,805,277",69.95,"382,508","13,747",2.7,78.5,69,148,2.7,1.2,"1,015.10"
2020,2,"1,473,125","637,726",2.31,"735,791","737,334",0.9979,13.7,"830,839,189","57,230",448,"70,923,603","1,449","15,928","503,805,277",69.95,"385,785","13,845",3.6,91.2,68,184.7,4.6,1.3,"1,016.60"
2020,3,"1,471,858","638,921",2.3,"735,179","736,679",0.998,13.8,"771,329,377","57,552",469,"70,923,603","1,449","15,928","503,805,277",69.95,"385,260","13,966",8.5,24.4,56,258,10.1,1.6,"1,009.80"
2020,4,"1,471,650","640,500",2.3,"734,902","736,748",0.9975,13.9,"720,330,231","57,955",468,"70,923,624","1,449","15,928","503,805,277",69.95,"386,565","14,074",11.5,17.8,51,301.3,15.4,2,"1,009.40"
2020,5,"1,471,915","643,220",2.29,"734,940","736,975",0.9972,13.9,"685,456,898","59,024",472,"70,923,624","1,449","15,928","503,805,277",69.95,"389,165","14,193",18.8,80.4,71,239.9,22.1,1.6,"1,002.50"
2020,6,"1,471,040","644,764",2.28,"734,441","736,599",0.9971,14,"756,242,223","58,666",465,"70,923,624","1,449","15,928","503,805,277",69.95,"391,387","14,286",24.1,192.5,76,209.7,28,1.4,998.5
2020,7,"1,470,225","646,211",2.28,"734,008","736,217",0.997,14,"799,434,942","59,683",463,"70,923,624","1,449","15,928","503,805,277",69.95,"391,679","14,347",23.6,544.9,88,95.9,25.6,1.4,999
2020,8,"1,469,431","647,818",2.27,"733,547","735,884",0.9968,14.1,"851,834,056","60,344",464,"70,923,624","1,449","15,928","503,805,277",69.95,"397,104","14,404",27.5,361.6,87,176.8,29.1,1.5,"1,001.10"
2020,9,"1,469,099","649,552",2.26,"733,356","735,743",0.9968,14.2,"873,979,341","60,718",465,"70,923,624","1,449","15,928","503,805,277",69.95,"403,504","14,504",21.2,173.6,80,196.3,23.5,1.4,"1,004.20"
2020,10,"1,467,556","650,636",2.26,"732,552","735,004",0.9967,14.2,"729,617,900","61,150",467,"70,954,624","1,449","15,928","503,805,277",69.95,"408,338","14,550",14.2,3.2,70,224.1,16.8,1.3,"1,012.80"
2020,11,"1,465,893","651,488",2.25,"731,701","734,192",0.9966,14.3,"713,731,150","61,909",472,"70,954,624","1,449","15,928","503,805,277",69.95,"410,827","14,604",8.6,41.8,69,173.3,8.9,1.3,"1,017.00"
2020,12,"1,463,882","652,783",2.24,"730,699","733,183",0.9966,14.4,"819,296,428","62,835",476,"70,954,624","1,449","15,928","503,805,277",69.95,"404,056","14,657",0.5,4.1,65,186.5,0.5,1.3,"1,018.50"
2021,1,"1,463,291","654,078",2.24,"730,396","732,895",0.9966,14.5,"912,803,676","61,510",470,"70,954,624","1,496","13,906","513,176,792",70.12,"397,344","14,683",-1,23.6,67,175.5,0,1.4,"1,016.60"
2021,2,"1,462,064","655,842",2.23,"729,663","732,401",0.9963,14.6,"847,140,943","62,593",473,"70,954,624","1,496","13,906","513,176,792",70.12,"397,608","14,746",4,14.1,58,205.4,3.8,1.8,"1,013.40"
2021,3,"1,458,463","655,196",2.23,"728,075","730,388",0.9968,14.6,"771,954,921","64,758",492,"70,954,624","1,496","13,906","513,176,792",70.12,"399,068","14,899",9.6,95.2,65,208.5,9.7,1.5,"1,011.70"
2021,4,"1,457,619","656,007",2.22,"727,522","730,097",0.9965,14.7,"751,324,169","65,341",493,"70,954,624","1,496","13,906","513,176,792",70.12,"401,500","15,043",14.7,47.4,55,228.7,16.4,1.9,"1,010.30"
2021,5,"1,457,161","657,087",2.22,"727,279","729,882",0.9964,14.8,"708,973,560","67,129",499,"70,954,624","1,496","13,906","513,176,792",70.12,"403,023","15,129",17.7,134.2,72,203.1,19.8,1.6,"1,001.60"
2021,6,"1,456,107","657,781",2.21,"726,666","729,441",0.9962,14.8,"774,709,195","68,521",497,"70,958,238","1,496","13,906","513,176,792",70.12,"405,611","15,191",23.5,105.9,76,217.7,25.7,1.5,"1,000.10"
2021,7,"1,455,300","658,831",2.21,"726,281","729,019",0.9962,14.9,"862,436,988","68,820",495,"70,958,238","1,496","13,906","513,176,792",70.12,"406,543","15,212",27.8,151.8,79,232.1,30.8,1.6,"1,000.50"
2021,8,"1,454,679","659,978",2.2,"725,956","728,723",0.9962,15,"965,781,582","66,765",496,"70,958,238","1,496","13,906","513,176,792",70.12,"407,760","15,301",25.8,289.2,84,152.7,27.7,1.3,"1,001.00"
2021,9,"1,455,058","661,948",2.2,"726,142","728,916",0.9962,15,"830,846,020","66,551",502,"70,958,238","1,496","13,906","513,176,792",70.12,"410,163","15,324",22.4,161.2,81,167.5,23.9,1.8,"1,005.80"
2021,10,"1,454,228","662,615",2.19,"725,742","728,486",0.9962,15.1,"754,358,407","66,959",502,"53,197,238","1,496","13,906","513,176,792",70.12,"412,409","15,376",15.7,40.8,79,211,16.6,1.2,"1,013.50"
2021,11,"1,453,675","663,621",2.19,"725,406","728,269",0.9961,15.2,"753,811,497","68,244",501,"53,197,238","1,496","13,906","513,176,792",70.12,"413,117","15,446",8.9,41.7,76,180,8.4,1.2,"1,012.00"
2021,12,"1,452,251","664,417",2.19,"724,626","727,625",0.9959,15.2,"814,479,720","69,167",503,"53,270,030","1,496","13,906","513,176,792",70.12,"408,639","15,514",1.9,4.4,70,172.1,1.7,1.5,"1,017.10"
